cod;f_aquis;PESO;PESO_FINAL;RENDA_TOTAL;Região;UCKey;IndKey;COD_INFORMANTE;FATOR_ANUALIZACAO;Codigo;VALOR_MES;Valor_ANO;Ded_IR;Modalidade1;Modalidade2;DIRPF;Modelo;Faixa_BC;Faixa_BC_inst;EDU_Ded_IR_UC;Ben_trib_Edu;Gast_Trib;Centil;Decil;Quintil;S_VALOR_MES;S_Valor_ANO;S_Ded_IR;S_Gast_Trib
4900901;1;1075,58398487;1975,12923781;965,62;2;1210020463061;121002046306102;2;1;49009;44,59;535,11;535,11;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;10;1;1; 88.075,95 ; 1.056.911,41 ; 1.056.911,41 ; -   
4900301;1;1075,58398487;1975,12923781;1267,92;2;1210020463121;121002046312102;2;1;49003;32,63;391,51;391,51;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;22;3;2; 64.440,24 ; 773.282,85 ; 773.282,85 ; -   
4900901;1;1070,42933537;1468,03634160;2568,71;2;1210020867061;121002086706101;1;1;49009;713,86;8566,32;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;59;6;3; 1.047.972,42 ; 12.575.669,07 ; 5.228.411,43 ; -   
4900901;1;1070,42933537;1468,03634160;2725,24;2;1210020867121;121002086712103;3;1;49009;939,48;11273,76;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;37;4;2; 1.379.190,78 ; 16.550.289,39 ; 5.228.411,43 ; -   
4900301;1;1070,42933537;1468,03634160;13265,75;2;1210020867131;121002086713101;1;1;49003;619,15;7429,80;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;91;10;5; 908.934,70 ; 10.907.216,41 ; 5.228.411,43 ; 1.437.813,14 
4900901;1;771,75926644;1058,42638338;458,60;2;1210021735131;121002173513101;1;1;49009;25,18;302,15;302,15;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;2;1;1; 26.650,29 ; 319.803,53 ; 319.803,53 ; -   
4901001;1;457,23769841;627,07694552;4108,43;2;1210022731041;121002273104103;3;1;49010;120,82;1449,84;1449,84;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;65;7;4; 75.763,44 ; 909.161,24 ; 909.161,24 ; -   
4900301;1;681,92535644;935,22400072;9232,09;2;1210023190041;121002319004102;2;1;49003;614,43;7373,16;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;3;3; 3.561,50 ; 534,23 ; 534,23 ;78;8;4; 574.629,68 ; 6.895.556,19 ; 3.330.800,28 ; 499.620,04 
4900301;1;681,92535644;935,22400072;3879,16;2;1210023190131;121002319013103;3;1;49003;357,38;4288,56;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;41;5;3; 334.230,35 ; 4.010.764,24 ; 3.330.800,28 ; -   
4900301;1;255,56341751;350,49150101;2486,26;2;1210023203081;121002320308101;1;1;49003;13,39;160,63;160,63;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;9;1;1; 4.691,62 ; 56.299,45 ; 56.299,45 ; -   
4900901;1;255,56341751;350,49150101;2486,26;2;1210023203081;121002320308102;2;1;49009;44,59;535,11;535,11;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;9;1;1; 15.629,29 ; 187.551,51 ; 187.551,51 ; -   
4901001;1;255,56341751;350,49150101;2486,26;2;1210023203081;121002320308103;3;1;49010;13,90;166,78;166,78;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;9;1;1; 4.871,25 ; 58.454,97 ; 58.454,97 ; -   
4900401;1;255,56341751;350,49150101;1682,35;2;1210023203101;121002320310101;1;1;49004;9,91;118,95;118,95;Ensino Fundamental EJA;Ensino Fundamental;0;0;;; -   ; -   ; -   ;13;2;1; 3.474,25 ; 41.690,96 ; 41.690,96 ; -   
4900501;1;255,56341751;350,49150101;1682,35;2;1210023203101;121002320310101;1;1;49005;23,16;277,92;277,92;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;13;2;1; 8.117,38 ; 97.408,60 ; 97.408,60 ; -   
4900901;2;631,24223840;865,71482648;13111,94;2;1210024302091;121002430209103;3;1;49009;1045,99;12551,88;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;90;9;5; 905.529,05 ; 10.866.348,62 ; 3.083.243,35 ; -   
4900501;3;538,38508131;738,36622280;9999,63;2;1210024460011;121002446001101;1;1;49005;242,61;2911,30;2911,30;Ensino Médio regular;Ensino Médio;1;0;;; -   ; -   ; -   ;85;9;5; 179.133,80 ; 2.149.605,58 ; 2.149.605,58 ; -   
4900301;1;762,10519133;876,13322920;7324,24;2;1210025970051;121002597005104;4;1;49003;20,87;250,41;250,41;Ensino Fundamental regular;Ensino Fundamental;1;1;;; -   ; -   ; -   ;77;8;4; 18.282,71 ; 219.392,52 ; 219.392,52 ; -   
4900301;1;762,10519133;876,13322920;12327,59;2;1210025970091;121002597009101;1;1;49003;34,33;412,00;412,00;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;88;9;5; 30.080,57 ; 360.966,89 ; 360.966,89 ; -   
4900301;1;762,10519133;876,13322920;12327,59;2;1210025970091;121002597009101;1;1;49003;86,17;1034,00;1034,00;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;88;9;5; 75.493,48 ; 905.921,76 ; 905.921,76 ; -   
4900901;3;762,10519133;876,13322920;12327,59;2;1210025970091;121002597009101;1;1;49009;34,00;408,00;408,00;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;88;9;5; 29.788,53 ; 357.462,36 ; 357.462,36 ; -   
4900301;1;877,26588629;1203,12304583;5274,46;2;1210027789051;121002778905101;1;1;49003;133,21;1598,52;1598,52;Ensino Fundamental regular;Ensino Fundamental;1;1;3;3; 1.598,52 ; 239,78 ; 239,78 ;62;7;4; 160.268,02 ; 1.923.216,25 ; 1.923.216,25 ; 288.482,44 
4900901;1;497,19873537;681,88136143;2300,21;2;1210028477011;121002847701101;1;1;49009;20,99;251,93;251,93;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;29;3;2; 14.315,53 ; 171.786,37 ; 171.786,37 ; -   
4900901;1;497,19873537;681,88136143;2300,21;2;1210028477011;121002847701103;3;1;49009;56,40;676,80;676,80;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;29;3;2; 38.458,11 ; 461.497,31 ; 461.497,31 ; -   
4900901;1;497,19873537;681,88136143;3838,84;2;1210028477071;121002847707105;5;1;49009;1185,60;14227,20;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;21;3;2; 808.438,54 ; 9.701.262,51 ; 2.428.520,47 ; -   
4900301;1;545,16625648;747,66624034;2199,55;2;1210028546041;121002854604102;2;1;49003;33,30;399,63;399,63;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;24;3;2; 24.899,15 ; 298.789,86 ; 298.789,86 ; -   
4900901;1;545,16625648;747,66624034;3771,29;2;1210028546081;121002854608102;2;1;49009;66,98;803,80;803,80;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;58;6;3; 50.081,18 ; 600.974,12 ; 600.974,12 ; -   
4900201;3;819,83489790;1124,35952982;3848,98;2;1210028555101;121002855510101;1;1;49002;311,20;3734,40;3561,50;Pré-escola;Educação infantil;1;1;1;2; 3.561,50 ; 131,47 ; 131,47 ;41;5;3; 349.900,69 ; 4.198.808,23 ; 4.004.406,47 ; 147.824,04 
4901001;1;451,59763314;619,34189892;4093,61;2;1210028642071;121002864207101;1;1;49010;206,33;2475,96;2475,96;Especialização;Educação Superior;1;1;2;2; 2.475,96 ; 185,70 ; 185,70 ;57;6;3; 127.788,81 ; 1.533.465,77 ; 1.533.465,77 ; 115.009,93 
4900301;2;451,59763314;619,34189892;8408,60;2;1210028642131;121002864213102;2;1;49003;1204,76;14457,12;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;93;10;5; 746.158,35 ; 8.953.900,15 ; 2.205.786,17 ; -   
4900601;1;791,05641010;1084,89137948;3446,64;2;1210029224061;121002922406104;4;1;49006;402,77;4833,24;3561,50;Ensino Médio EJA;Ensino Médio;0;0;;; -   ; -   ; -   ;41;5;3; 436.961,70 ; 5.243.540,41 ; 3.863.840,65 ; -   
4900201;1;626,13095238;858,70497222;3891,65;2;1210029830041;121002983004101;1;1;49002;50,34;604,08;604,08;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;49;5;3; 43.227,21 ; 518.726,50 ; 518.726,50 ; -   
4900201;1;626,13095238;858,70497222;980,85;2;1210029830091;121002983009101;1;1;49002;35,17;422,04;422,04;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;8;1;1; 30.200,65 ; 362.407,85 ; 362.407,85 ; -   
4901001;1;303,31372549;415,97848378;2336,09;2;1210030287071;121003028707102;2;1;49010;90,01;1080,12;1080,12;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;55;6;3; 37.442,22 ; 449.306,68 ; 449.306,68 ; -   
4900801;1;303,31372549;415,97848378;1183,29;2;1210030287081;121003028708101;1;1;49008;188,53;2262,30;2262,30;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;35;4;2; 78.422,34 ; 941.068,12 ; 941.068,12 ; -   
4900901;1;437,54284358;600,06650991;9769,74;2;1210030424121;121003042412101;1;1;49009;285,60;3427,14;3427,14;Ensino Superior;Educação Superior;1;1;4;5; 6.988,64 ; 1.906,58 ; 934,96 ;79;8;4; 171.375,99 ; 2.056.511,94 ; 2.056.511,94 ; 561.039,56 
4900901;2;437,54284358;600,06650991;9769,74;2;1210030424121;121003042412102;2;1;49009;1045,99;12551,88;3561,50;Ensino Superior;Educação Superior;1;1;4;5; 6.988,64 ; 1.906,58 ; 971,62 ;79;8;4; 627.663,57 ; 7.531.962,82 ; 2.137.136,88 ; 583.034,95 
4900301;1;393,43481781;539,57472158;770,12;2;1210030653111;121003065311104;4;1;49003;300,49;3605,88;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;1;1;1; 162.136,81 ; 1.945.641,70 ; 1.921.695,37 ; -   
4900301;1;511,05141804;700,87957170;32232,48;2;1210031237061;121003123706102;2;1;49003;402,73;4832,76;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;95;10;5; 282.265,23 ; 3.387.182,76 ; 2.496.182,59 ; -   
4900901;1;943,67649742;1084,87167705;2149,95;2;1210031444031;121003144403101;1;1;49009;1124,84;13498,08;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;46;5;3; 1.220.307,06 ; 14.643.684,69 ; 3.863.770,48 ; -   
4900201;1;943,67649742;1084,87167705;3839,74;2;1210031444071;121003144407102;2;1;49002;6,67;80,00;80,00;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;49;5;3; 7.232,48 ; 86.789,73 ; 86.789,73 ; -   
4900201;1;943,67649742;1084,87167705;3839,74;2;1210031444071;121003144407102;2;1;49002;45,91;550,88;550,88;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;49;5;3; 49.802,84 ; 597.634,11 ; 597.634,11 ; -   
4900201;1;493,09822059;566,87677926;3560,00;2;1210031714021;121003171402102;2;1;49002;361,96;4343,52;3561,50;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;34;4;2; 205.186,72 ; 2.462.240,63 ; 2.018.931,65 ; -   
4900301;1;493,09822059;566,87677926;8742,93;2;1210031714101;121003171410101;1;1;49003;950,90;11410,80;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;88;9;5; 539.043,13 ; 6.468.517,55 ; 2.018.931,65 ; -   
4900201;1;493,09822059;566,87677926;8691,21;2;1210031714111;121003171411102;2;1;49002;199,69;2396,28;2396,28;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;49;5;3; 113.199,62 ; 1.358.395,49 ; 1.358.395,49 ; -   
4900301;1;493,09822059;566,87677926;8691,21;2;1210031714111;121003171411102;2;1;49003;425,05;5100,60;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;49;5;3; 240.950,98 ; 2.891.411,70 ; 2.018.931,65 ; -   
4900301;1;493,09822059;566,87677926;8691,21;2;1210031714111;121003171411106;6;1;49003;285,27;3423,24;3423,24;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;49;5;3; 161.712,94 ; 1.940.555,27 ; 1.940.555,27 ; -   
4900801;1;578,51672516;793,40461691;2485,16;2;1210031723061;121003172306101;1;1;49008;114,19;1370,22;1370,22;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;29;3;2; 90.594,91 ; 1.087.138,87 ; 1.087.138,87 ; -   
4901001;1;699,34522482;803,98296341;2505,44;2;1210031940021;121003194002102;2;1;49010;225,37;2704,44;2704,44;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 181.193,64 ; 2.174.323,69 ; 2.174.323,69 ; -   
4900201;1;699,34522482;803,98296341;10833,77;2;1210031940131;121003194013104;4;1;49002;335,53;4026,36;3561,50;Pré-escola;Educação infantil;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;74;8;4; 269.760,40 ; 3.237.124,84 ; 2.863.385,32 ; 214.753,90 
4900901;1;496,80473373;681,34100934;6977,50;2;1210032083021;121003208302104;4;1;49009;79,33;952,00;952,00;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;63;7;4; 54.053,05 ; 648.636,64 ; 648.636,64 ; -   
4900901;1;535,41858165;734,29782785;4298,23;2;1210032367101;121003236710102;2;1;49009;989,91;11878,92;3561,50;Ensino Superior;Educação Superior;1;1;;; -   ; -   ; -   ;60;6;3; 726.888,76 ; 8.722.665,15 ; 2.615.201,71 ; -   
4900901;1;676,46096654;777,67470658;9499,12;2;1210033150041;121003315004105;5;1;49009;150,25;1803,00;1803,00;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;72;8;4; 116.845,62 ; 1.402.147,50 ; 1.402.147,50 ; -   
4900301;1;676,46096654;777,67470658;3436,00;2;1210033150051;121003315005102;2;1;49003;370,60;4447,20;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;34;4;2; 288.206,25 ; 3.458.474,96 ; 2.769.688,47 ; -   
4900901;1;676,46096654;777,67470658;3292,08;2;1210033150121;121003315012103;3;1;49009;85,73;1028,76;1028,76;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;29;3;2; 66.670,05 ; 800.040,63 ; 800.040,63 ; -   
4900901;1;698,18779380;957,52706012;5826,18;2;1210033840011;121003384001101;1;1;49009;246,76;2961,12;2961,12;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 236.279,38 ; 2.835.352,53 ; 2.835.352,53 ; -   
4900901;1;698,18779380;957,52706012;2502,22;2;1210033840091;121003384009101;1;1;49009;130,62;1567,44;1567,44;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;64;7;4; 125.072,18 ; 1.500.866,22 ; 1.500.866,22 ; -   
4900201;1;698,18779380;957,52706012;5423,31;2;1210033840111;121003384011102;2;1;49002;150,71;1808,52;1808,52;Pré-escola;Educação infantil;1;1;2;2; 1.808,52 ; 135,64 ; 135,64 ;77;8;4; 144.308,90 ; 1.731.706,84 ; 1.731.706,84 ; 129.878,01 
4900301;1;543,74311927;745,71448409;2520,45;2;1210034130111;121003413011102;2;1;49003;11,18;134,21;134,21;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;28;3;2; 8.340,20 ; 100.082,34 ; 100.082,34 ; -   
4900301;1;511,15530303;587,63560643;4545,56;2;1210035368021;121003536802101;1;1;49003;250,41;3004,92;3004,92;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;65;7;4; 147.149,83 ; 1.765.797,99 ; 1.765.797,99 ; -   
4900901;1;511,15530303;587,63560643;5104,76;2;1210035368051;121003536805103;3;1;49009;150,00;1800,00;1800,00;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;59;6;3; 88.145,34 ; 1.057.744,09 ; 1.057.744,09 ; -   
4900301;1;511,15530303;587,63560643;783,42;2;1210035368061;121003536806101;1;1;49003;115,00;1380,00;1380,00;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;4;1;1; 67.578,09 ; 810.937,14 ; 810.937,14 ; -   
4900201;1;511,15530303;587,63560643;3146,01;2;1210035368101;121003536810101;1;1;49002;191,73;2300,76;2300,76;Pré-escola;Educação infantil;1;1;;; -   ; -   ; -   ;44;5;3; 112.667,37 ; 1.352.008,50 ; 1.352.008,50 ; -   
4900901;3;511,15530303;587,63560643;9120,77;2;1210035368131;121003536813104;4;1;49009;53,68;644,21;644,21;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;65;7;4; 31.546,73 ; 378.560,73 ; 378.560,73 ; -   
4901001;1;511,15530303;587,63560643;9120,77;2;1210035368131;121003536813104;4;1;49010;191,73;2300,76;2300,76;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;65;7;4; 112.667,37 ; 1.352.008,50 ; 1.352.008,50 ; -   
4900801;1;460,24386510;631,19974168;1209,42;2;1210036452111;121003645211102;2;1;49008;2,26;27,07;27,07;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;30;3;2; 1.423,88 ; 17.086,58 ; 17.086,58 ; -   
4900201;1;460,24386510;631,19974168;7928,40;2;1210036452131;121003645213102;2;1;49002;150,71;1808,52;1808,52;Pré-escola;Educação infantil;1;1;2;2; 1.808,52 ; 135,64 ; 135,64 ;79;8;4; 95.128,11 ; 1.141.537,36 ; 1.141.537,36 ; 85.615,30 
4900201;1;550,12440476;632,43536022;2063,86;2;1210036643011;121003664301102;2;1;49002;19,75;237,00;237,00;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;26;3;2; 12.490,60 ; 149.887,18 ; 149.887,18 ; -   
4900201;1;550,12440476;632,43536022;1113,36;2;1210036643101;121003664310101;1;1;49002;87,91;1054,97;1054,97;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;13;2;1; 55.600,03 ; 667.200,33 ; 667.200,33 ; -   
4900901;1;705,25886940;967,22466051;4691,65;2;1210038175061;121003817506101;1;1;49009;1000,00;12000,00;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;56;6;3; 967.224,66 ; 11.606.695,93 ; 3.444.770,63 ; -   
4900201;1;705,25886940;967,22466051;1021,19;2;1210038175081;121003817508102;2;1;49002;25,19;302,31;302,31;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;19;2;1; 24.366,81 ; 292.401,69 ; 292.401,69 ; -   
4900901;1;2038,57606838;2795,79758757;3132,90;2;1210038193011;121003819301101;1;1;49009;281,91;3382,92;3382,92;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;24;3;2; 788.163,30 ; 9.457.959,57 ; 9.457.959,57 ; -   
4900501;1;2038,57606838;2795,79758757;3405,93;2;1210038193071;121003819307104;4;1;49005;301,42;3617,04;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;46;5;3; 842.709,31 ; 10.112.511,71 ; 9.957.233,11 ; -   
4900401;1;380,00261022;521,15317029;1081,70;2;1210039561021;121003956102101;1;1;49004;142,88;1714,56;1714,56;Ensino Fundamental EJA;Ensino Fundamental;0;0;;; -   ; -   ; -   ;14;2;1; 74.462,36 ; 893.548,38 ; 893.548,38 ; -   
4900901;1;643,77212261;882,89888971;2778,91;2;1210041234081;121004123408102;2;1;49009;29,37;352,42;352,42;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 25.929,27 ; 311.151,23 ; 311.151,23 ; -   
4900901;1;643,77212261;882,89888971;6858,50;2;1210041234111;121004123411101;1;1;49009;82,05;984,65;984,65;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;83;9;5; 72.445,53 ; 869.346,39 ; 869.346,39 ; -   
4901201;1;641,58623985;879,90106889;18108,84;2;1210044230041;121004423004101;1;1;49012;158,13;1897,50;1897,50;Doutorado;Educação Superior;1;0;;; -   ; -   ; -   ;99;10;5; 139.134,36 ; 1.669.612,28 ; 1.669.612,28 ; -   
4900301;1;641,58623985;879,90106889;3563,90;2;1210044230111;121004423011101;1;1;49003;151,16;1813,92;1813,92;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;47;5;3; 133.005,85 ; 1.596.070,15 ; 1.596.070,15 ; -   
4901001;1;641,58623985;879,90106889;4778,31;2;1210044230121;121004423012101;1;1;49010;50,34;604,08;604,08;Especialização;Educação Superior;1;1;3;3; 604,08 ; 90,61 ; 90,61 ;54;6;3; 44.294,22 ; 531.530,64 ; 531.530,64 ; 79.729,60 
4900901;1;694,40000000;798,29782198;10768,99;2;1210044370011;121004437001103;3;1;49009;993,79;11925,48;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;85;9;5; 793.340,39 ; 9.520.084,71 ; 2.843.137,69 ; -   
4900301;1;694,40000000;798,29782198;9569,16;2;1210044370111;121004437011101;1;1;49003;258,84;3106,08;3106,08;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;73;8;4; 206.631,41 ; 2.479.576,90 ; 2.479.576,90 ; -   
4900901;1;694,40000000;798,29782198;9569,16;2;1210044370111;121004437011101;1;1;49009;302,94;3635,28;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;73;8;4; 241.836,34 ; 2.902.036,11 ; 2.843.137,69 ; -   
4900301;1;694,40000000;798,29782198;10167,34;2;1210044370121;121004437012101;1;1;49003;1410,79;16929,48;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;87;9;5; 1.126.230,58 ; 13.514.767,01 ; 2.843.137,69 ; 781.862,87 
4900501;1;602,27267442;1105,97255548;2969,69;2;1210044710031;121004471003102;2;1;49005;297,18;3566,16;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;29;3;2; 328.672,92 ; 3.944.075,09 ; 3.938.921,26 ; -   
4900301;1;602,27267442;1105,97255548;1692,01;2;1210044710041;121004471004102;2;1;49003;201,54;2418,48;2418,48;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;22;3;2; 222.897,71 ; 2.674.772,51 ; 2.674.772,51 ; -   
4901003;1;602,27267442;1105,97255548;9176,35;2;1210044710091;121004471009103;3;1;49010;302,05;3624,60;3561,50;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;82;9;5; 334.059,01 ; 4.008.708,12 ; 3.938.921,26 ; -   
4900301;1;602,27267442;1105,97255548;1180,58;2;1210044710111;121004471011103;3;1;49003;300,49;3605,88;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;6;1;1; 332.333,69 ; 3.988.004,32 ; 3.938.921,26 ; -   
4900901;1;660,78579466;906,23222712;3579,21;2;1210044897091;121004489709102;2;1;49009;200,95;2411,40;2411,40;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;45;5;3; 182.107,37 ; 2.185.288,39 ; 2.185.288,39 ; -   
4900901;1;660,78579466;906,23222712;1868,85;2;1210044897101;121004489710102;2;1;49009;226,54;2718,48;2718,48;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;42;5;3; 205.297,85 ; 2.463.574,18 ; 2.463.574,18 ; -   
4900301;1;660,78579466;906,23222712;5852,46;2;1210044897111;121004489711102;2;1;49003;175,83;2109,96;2109,96;Ensino Fundamental regular;Ensino Fundamental;1;1;4;4; 2.109,96 ; 474,74 ; 474,74 ;71;8;4; 159.342,81 ; 1.912.113,75 ; 1.912.113,75 ; 430.225,59 
4900901;1;585,06109023;802,37986210;1727,58;2;1210048629081;121004862908101;1;1;49009;356,16;4273,92;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;21;3;2; 285.775,61 ; 3.429.307,34 ; 2.857.675,88 ; -   
4900301;1;819,90455665;1124,45506306;3689,08;2;1210048674021;121004867402105;5;1;49003;300,49;3605,88;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;29;3;2; 337.887,50 ; 4.054.650,02 ; 4.004.746,71 ; -   
4900301;1;819,90455665;1124,45506306;1192,28;2;1210048674111;121004867411101;1;1;49003;151,16;1813,92;1813,92;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;9;1;1; 169.972,63 ; 2.039.671,53 ; 2.039.671,53 ; -   
4900201;1;497,62435678;682,46507833;1955,44;2;1210048725031;121004872503102;2;1;49002;209,56;2514,72;2514,72;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;26;3;2; 143.017,38 ; 1.716.208,58 ; 1.716.208,58 ; -   
4900301;1;497,62435678;682,46507833;1955,44;2;1210048725031;121004872503102;2;1;49003;233,37;2800,44;2800,44;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;26;3;2; 159.266,88 ; 1.911.202,50 ; 1.911.202,50 ; -   
4900201;1;397,57281553;545,24976320;2400,82;2;1210050099011;121005009901102;2;1;49002;310,99;3731,84;3561,50;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;43;5;3; 169.565,41 ; 2.034.784,88 ; 1.941.907,03 ; -   
4900101;1;397,57281553;545,24976320;4504,35;2;1210050099021;121005009902101;1;1;49001;104,78;1257,36;1257,36;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;56;6;3; 57.131,27 ; 685.575,24 ; 685.575,24 ; -   
4900301;1;397,57281553;545,24976320;4520,85;2;1210050099101;121005009910101;1;1;49003;95,09;1141,12;1141,12;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;73;8;4; 51.849,62 ; 622.195,41 ; 622.195,41 ; -   
4900101;1;397,57281553;545,24976320;4677,87;2;1210050099131;121005009913101;1;1;49001;95,09;1141,12;1141,12;Creche;Educação infantil;1;1;2;3; 2.662,56 ; 252,34 ; 108,15 ;48;5;3; 51.849,62 ; 622.195,41 ; 622.195,41 ; 58.966,82 
4900301;1;397,57281553;545,24976320;4677,87;2;1210050099131;121005009913101;1;1;49003;126,79;1521,44;1521,44;Ensino Fundamental regular;Ensino Fundamental;1;1;2;3; 2.662,56 ; 252,34 ; 144,19 ;48;5;3; 69.130,40 ; 829.564,80 ; 829.564,80 ; 78.619,67 
4900901;1;320,93698595;368,95636071;3641,16;2;1210050171101;121005017110103;3;1;49009;452,52;5430,24;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;39;4;2; 166.960,13 ; 2.003.521,59 ; 1.314.038,08 ; -   
4900901;3;638,48169650;875,64335444;963,23;2;1210051312091;121005131209101;1;1;49009;174,44;2093,30;2093,30;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;28;3;2; 152.748,69 ; 1.832.984,23 ; 1.832.984,23 ; -   
4900401;1;638,48169650;875,64335444;5764,96;2;1210051312121;121005131212102;2;1;49004;287,81;3453,68;3453,68;Ensino Fundamental EJA;Ensino Fundamental;1;0;;; -   ; -   ; -   ;77;8;4; 252.016,00 ; 3.024.191,94 ; 3.024.191,94 ; -   
